Барааны нэр,Барааны ангилал,VED
Кофлет хүлхмэл N250,Нэмэлт/уламжлалт,D
Кофлет хүлхмэл N75,Нэмэлт/уламжлалт,D
"Коэнзим Q-10  60мг, N30",Нэмэлт/уламжлалт,D
Кранберри экстракт капс 200мг N200,Эм,E
Креамагнес плас Денк нунт №20,Эм,E
Креданил 25/250 N50,Эм,V
Кречек шахмал 10мг №30 /Hanlim Pharm/,Эм,V
Кречек шахмал 20мг №30 /Hanlim Pharm/,Эм,V
Кристал Вижн нүд/дус 10мл N1,Эм,E
Ксарелто б/шахм 15мг N28,Эм,V
Ксарелто б/шахм 20мг N28,Эм,V
"Ксезолин сп/х 0,1%- 10мл",Эм,E
Ксенетикс уусм 300мг/мл 100мл N1,Эм,E
Ксефокам шахм 8мг N10,Эм,V
Ксолар тар/н 150мг N1,Эм,V
Кудесан шахм 338мг+64мг+30мг N40,Нэмэлт/уламжлалт,D
Кумданг-2 т/уусм 2мл N8,Нэмэлт/уламжлалт,D
Курантил шахм 25мг N120,Эм,E
Куратик наалт 12мм №10 /Cheomdan gwagi-ro/,Эмнэлгийн хэрэгсэл,D
Курефен сироп 72мг/6мл №20 /Daewon Pharm/,Эм,E
Куркума плюс Жүрж эмульс 200мл,Эм,E
Куросурф хөвмөл 1.5мл N1 /Chiesi/,Эм,E
Кустодиол уусм 1000мл N1,Бусад,D
Күүл лайт нунтаг 56.402гр N4 /Genuone/,Эм,E
Күүлбон ментолтой уян боолт 10см х 3м N1,Эмнэлгийн хэрэгсэл,D
Кэйр & Кэйр мэс заслын наалт 10*20см 801015 N1,Эмнэлгийн хэрэгсэл,D
Кэйр & Кэйр мэс заслын наалт 9*10см 801013 N1,Эмнэлгийн хэрэгсэл,D
Кэрол сироп 20мг/мл-90мл N1 /Ildong/,Эм,V
Кюүшин шахм N100,Эм,E
Кюүшин шахм N50,Эм,E
Л-Лизин эсцинат т/уусм 1мг/мл-5мл N10,Эм,E
Л-Тироксин шахм 100мкг N50 Берл,Эм,V
Л-Тироксин шахм 50мкг N50,Эм,V
Л-Тироксин шахмал 75мкг №50 /Берлин-Хеми/,Эм,V
Л-Эсфаль т/уусм 50мг/мл 5мл N5,Эм,E
Лаб/урв Arkray-Pipette tip N500,Бусад,D
Лабор д/шин /ivco/ 250мл N1,Эм,E
Лабор т/шин 250мл N1,Эм,E
Лайсрекс бөөс устгах шампунь 0.2%-125мл /6754/,Гоо сайхан/ариун цэвэр,D
Лайсрекс бөөс устгах шампунь 1%-125мл /6761/,Гоо сайхан/ариун цэвэр,D
Лайсрекс бөөс устгах шампунь натурал  /6235/,Гоо сайхан/ариун цэвэр,D
Лайткүүл хөвм 10мл N20,Бусад,D
Лакто фит Слим Дээж Маркетинг №60 /Keumcheong/,Бусад,D
Лакто-Фит Бейби N60,Нэмэлт/уламжлалт,D
Лакто-Фит Бьюти N60,Нэмэлт/уламжлалт,D
Лакто-Фит Кидс нунт 2000мг N60,Нэмэлт/уламжлалт,D
Лакто-фит Коре нунтаг 2000мг N60,Эм,E
Лакто-Фит нунт 2000мг N50,Нэмэлт/уламжлалт,D
Лакто-Фит Слим 2000мг №60,Бусад,D
Лактонатал+DHA шахм N30,Нэмэлт/уламжлалт,D
Лактотун Вагинал баланс үт/кап 350мг N10,Эм,E
Лактофильтрум шахм 355мг + 120мг N60,Эм,V
Лактулоза лайнко хөвм 667мг/мл 10гр N50,Эм,V
Ламиктал шахм 100мг N90,Эм,V
Ламиктал шахм 50мг N90,Эм,V
Ланавир 500мг N20,Эм,E
Ланадексон шахм 0.5мг N100,Эм,V
Ланапрост шахм 80мг N30,Эм,E
Ланпурин шахм 100мг N100,Эм,V
Лансопрол капсул 30мг N28 /Нобел/,Эм,V
"Лансопрол капсул, бүрхүүлтэй 30мг №14 /Nobel/",Эм,V
Лансорбид шахм 5мг N100,Эм,V
Ланфикс хөвмөлийн нунтаг 100мг/5мл-30мл №1 /PT. Pertiwi/,Эм,V
Ланцет зүү 28G №1 /Ньюремеди/,Эмнэлгийн хэрэгсэл,D
Ланцет зүү N1 /Хятад/,Эмнэлгийн хэрэгсэл,D
Леваксела б/шахм 500мг N10,Эм,V
"Леванике 0,5% д/шин 500мг/ 100мл N1",Эм,V
Лево Денк б/шах 500мг N10,Эм,V
Левозин Ф.С 5мг N10 /Standard Chem/,Эм,V
Левомепромазин шахм 25мг N50,Эм,E
Левофлокс-Денк д/шин 5мг/мл 100мл N1,Эм,V
Легкодоступное железо Джентл Айрон N90,Бусад,D
Леди Кит шахм 150мг+1г+10г N4,Эм,E
Лейкоген шахмал 20мг N32 /JEBEL pharm/,Эм,E
Лейкопластырь /Лийр/ 2*500см №1,Бусад,D
Лейкопластырь /Лийр/ 3*500см №1,Бусад,D
Лейкопластырь /Лийр/ 5*500см №1,Бусад,D
Лейкопластырь 2*500 /Zink Oxide/ N1,Бусад,D
"Лейкопластырь 2х500 №1 /Anji SPENQ Industrial Co.,LTD/",Бусад,D
Лейкопластырь 3*500 /Zinc Oxide/ N1,Бусад,D
Лейкопластырь 4*500 /Zink Oxide/ N1,Бусад,D
Лейкопластырь 5*500 /Zinc Oxide/ N1,Бусад,D
"Лейкопластырь пластырь наалт 3х500 №1 /Anji SPENQ Industrial Co.,LTD/",Эмнэлгийн хэрэгсэл,D
"Лейкопластырь пластырь наалт 4х500 №1 /Anji SPENQ Industrial Co.,LTD/",Эмнэлгийн хэрэгсэл,D
"Лейкопластырь пластырь наалт 5х500 №1 /Anji SPENQ Industrial Co.,LTD/",Эмнэлгийн хэрэгсэл,D
Лейкопластырь шархны лент /Аюур тун/ 4см*5м N1,Бусад,D
Лейкопластырь шархны лент /Аюур тун/ 5см*5м N1,Бусад,D
Лензетто гадуур хэрэглэх цацлага 1.53мг,Эм,E
Либексин шахм 100мг N20,Эм,E
Либидо леди Денк капс N30,Эм,E
Либрозим плюс шахм N100,Эм,E
Лив 52 ДС шахм N60,Нэмэлт/уламжлалт,D
Лив 52 дусал 30*2мл N1,Нэмэлт/уламжлалт,D
Лив 52 сироп 100мл N1,Нэмэлт/уламжлалт,D
Лив 52 шахм N100,Нэмэлт/уламжлалт,D
Лив.HB капс N30,Эм,E
Ливарол эм/лаа 400мг N5,Эм,V
Ливер актив Денк капсул №60 50мг+150мг,Эм,E
"Ливерсол д/шин 65,7% 250мл",Эм,V
Ливертин актив шахм №30 /Vetprom/,Эм,E
Ливолин Форте капс N30,Эм,E
Ливолук сироп 10гр/15мл 100мл,Эм,V
Лидо-Нахиа тарилгын уусмал 2%-2мл N10 /Нахиа/,Эм,V
Лидокаин [Тэгш-Анар] т/уусм 40мг- 2мл N10,Эм,V
Лидокайн /ivco/ 2% 2мл N1,Эм,V
Лидокайн /даль/ т/уусм 2% 2мл N10,Эм,V
Лидокайн 2%-2мл №10,Эм,V
Лидокайн гель 2% 120гр N1,Эм,V
Лидэр-7 1г N15 тан эм /Одь тан /,Нэмэлт/уламжлалт,D
Лилайз роза душ N4,Бусад,D
Лилайз роза лаа үт 5мг N10,Эм,E
Линатин 5мг б/шах №30 sample,Бусад,D
Линатин стандарт бодис,Бусад,D
Линдафер плюс 400мг N30,Бусад,D
Линекс капс 12 000 000 КФ нэгж N16,Эм,E
Линекс Малыш нунт N20,Эм,E
Линекс форте капс N28,Эм,E
Линк Шураг L-25мм [180-658/25] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Линк Шураг L-30мм [180-658/30] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Линк-Варио тогоо эмн/х 107-220/47 N1,Эмнэлгийн хэрэгсэл,D
Линк-Варио тогоо эмн/х 107-220/48 N1,Эмнэлгийн хэрэгсэл,D
Линк-Варио тогоо эмн/х 107-220/49 N1,Эмнэлгийн хэрэгсэл,D
Линк-Варио тогоо эмн/х 107-230/49 N1,Эмнэлгийн хэрэгсэл,D
Линк-Варио тогоо эмн/х 107-230/52 N1,Эмнэлгийн хэрэгсэл,D
Линк-Варио тогоо эмн/х 107-230/54 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини Өвдөг жийрэг /L1B/ эмн/х 318-248/10 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини Өвдөг жийрэг /L1B/318-268/10 N1,Бусад,D
Линк-Жемини Өвдөг жийрэг /L2А/ эмн/х 318-247/10 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини Өвдөг жийрэг /L2А/ эмн/х 318-247/16 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини Өвдөг жийрэг /L4 /318-264/10 N1,Бусад,D
Линк-Жемини Өвдөг жийрэг /L5/ эмн/х 318-245/10 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини Өвдөг жийрэг /R2A/ 318-256/12 N1 /Линк/,Бусад,D
Линк-Жемини Өвдөг жийрэг /R4/ 318-254/12 N1 /Линк/,Бусад,D
Линк-Жемини Өвдөг жийрэг/L3 / 318-263/12 N1,Бусад,D
Линк-Жемини Өвдөг жийрэг/R3/ эмн/х 318-253/10 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ /өвдөг доод / R 318-434/12 N1,Бусад,D
Линк-Жемини СЛ /өвдөг доод/ L1 эмн/х 318-453/01 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ /өвдөг доод/ L5 эмн/х 318-483/05 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ /өвдөг дээд/ L1 эмн/х 318-403/16 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ /өвдөг дээд/R1B эмн/х 318-402/16 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ өвдөг жийрэг  L эмн/х 318-242/16 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ өвдөг жийрэг R 318-238/10 N1 /Линк/,Бусад,D
Линк-Жемини СЛ өвдөг жийрэг R2 эмн/х 318-237/16 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ өвдөг жийрэг R3 эмн/х 318-233/10 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ өвдөг жийрэг R5 318-235/14 N1 /Линк/,Бусад,D
Линк-Жемини СЛ өвдөг жийрэг R5 эмн/х 318-235/12 N1,Эмнэлгийн хэрэгсэл,D
Линк-Жемини СЛ Өвдөг жийрэг эмн/х /L3/ 318-443/12 N1,Эмнэлгийн хэрэгсэл,D
Линк-Любинус СП2 /түнх стем/ L эмн/х 127-739/26 N1,Эмнэлгийн хэрэгсэл,D
Линк-Үений толгой-Б КоХрМо /L/ эмн/х 128-826/03 N1,Эмнэлгийн хэрэгсэл,D
Линкас Без сахар сироп 120мл,Эм,E
Линкас Без сахар сироп 90мл,Эм,E
Линкас Мед лимон хүлх/ш N16,Эм,E
Линкас Ментол хүлх/ш N16,Эм,E
Линкас Оранж хүлх/ш N16,Эм,E
Линкас Плюс сироп 120мл,Эм,E
Линкас сироп 120мл,Эм,E
Линкас сироп 90мл,Эм,E
Линктус /сахаргүй/ сироп 125мг/5мл- 200мл N1,Эм,E
Линктус сироп 125мг/5мл- 200мл N1,Эм,E
Линктус хүүхдийн /сахаргүй/ сироп 31.25мг/мл- 200мл N1,Эм,E
Линктус хүүхдийн сироп 31.25/5мл - 200мл N1,Эм,E
Лиотон 1000 гель 50гр N1,Эм,V
Липиодол ультра флуид 12.8гр 10мл N1,Эм,E
Липримар 40 мг №30,Бусад,D
Лирика шахмал 75мг №56 /Pfizer Manufacturing/,Эм,V
Лит-Контроль pH Ап N60 /DEVICARE SL/,Бусад,D
Лит-Контроль pH Баланс N60 /DEVICARE SL/,Бусад,D
Лит-Контроль pH Даун N60 /DEVICARE SL/,Бусад,D
Лифарген т/уусм 20мл N1,Эм,E
Лишь-6 1г N15 талх эм /Одь тан/,Нэмэлт/уламжлалт,D
Лозар Денк б/шахм 25мг N28,Эм,V
Лозар Денк шахм 100мг N28,Эм,V
Лозар Денк шахм 50мг N28,Эм,V
Локсопрофены натри 60мг шахмал N100 /Towa/,Эм,E
Лонгокаин Хеви 5мг-5мл №5,Эм,E
Лоратин /монос/ 10мг N20,Эм,V
Лорде Гиаль с/уус 4мл N10,Эм,E
Лордес бүрхүүлтэй шахмал 5мг N10 /Нобел/,Эм,E
Лордес сироп 2.5мг/5мл-150мл N1 /Нобел/,Эм,E
Лордестин б/шахм 5мг N30,Эм,E
Лориста б/шахм 100мг N28,Эм,V
"Лориста Н 100 шахм 100мг/12,5мг N28",Эм,V
"Лориста Н шахм 50мг+12,5мг N28",Эм,V
Лориста НД шахм 100мг+25мг N28,Эм,V
Лориста шахм 25мг N28,Эм,V
Лориста шахм 50мг N28,Эм,V
Лукол шахм N100,Нэмэлт/уламжлалт,D
Луотай капс 100мг N30,Эм,E
"Лутасин 1,2гр N10",Эм,E
Лутейн капс 10мг N60,Нэмэлт/уламжлалт,D
Лутейн капс 20мг N60,Нэмэлт/уламжлалт,D
Лууван нухаш 200мл,Бусад,D
Лууван нухаш 2л,Бусад,D
Лянхуа Колд С 6гр №10,Бусад,D
Лянхуа хүлхмэл №12,Эм,E
Лянхуа Чингвен капс 350мг N24,Эм,E
Лянхуа эрүүл мэндийн ундаа 310мл,Хүнс,D
Маалинга үр Almora 150 гр,Бусад,D
Маалокс заж/ш 400мг N20,Эм,E
Маамуу хүүхдийн гарын шингэн саван 250мл,Гоо сайхан/ариун цэвэр,D
Маамуу хүүхдийн чийгшүүлэгч тос шар 138гр,Бусад,D
Маамуу хүүхдийн чийгшүүлэгч тос ягаан 138гр,Бусад,D
Магне В6 бүрхүүлтэй шахмал 470мг+5мг N100 /Mekophar/,Эм,E
Магне В6 шахм 470мг+5мг №60 /Opella/,Эм,E
Магне Д'Оро Ликүид сироп 815мг №20 /Fortex/,Эм,E
Магнезиум+ Б комплекс нунт 400мг 44гр N20,Эм,E
Магнезиум+B6 Cramp free N60,Бусад,D
Магнезиум+B6 overstrain N60,Бусад,D
Магнезиум+B6 stress free N60,Бусад,D
Магнес актив нунт 300мг N30,Эм,E
Магнес директ Денк нунт N30,Эм,E
Магнес таб 470мг + 5мг №100 /Dae Hwa Pharmaceutical/,Бусад,D
Магнес-Денк капс 150мг N50,Эм,E
Магни В6 шахм N30,Эм,E
Магни В6 шахм N50,Эм,E
Магни сульфат /даль/ т/уусм 25% 10мл N10,Эм,E
"Магни+Вит В6 шахм /хаско/ 60мг+1,4мг N60",Эм,E
Магнийн сульфат /50ус/ нунт 25гр N1,Эм,V
Магнийн сульфат тарилгын уусмал 25%-10мл N10 /Цомбо/,Эм,V
Магнимон шахм 470/5мг N50,Эм,E
Магнитай нойрны нунтаг 3х1 /4658/,Эм,E
Магнитай оригинал нунтаг 3х1 /4641/,Эм,E
Май-Репт шахм 500мг N100,Эм,V
Майлд Аирон капсул №90 /FACTORS/,Эм,E
Маймед Хэл дарагч / модон / N1,Бусад,D
Максиктам-АФ Цефепим+Сульбактам 1000мг+1000мг №1,Эм,E
Мана 4 N15,Нэмэлт/уламжлалт,D
Маннитол /ivco/ д/шин 100мл N1,Эм,V
Маннитол /ivco/ д/шин 250мл N1,Эм,V
Маннитол /ivco/ д/шин 500мл N1,Эм,V
Маннитол д/шин 10%- 500мл N1,Эм,V
Маннитол т/шин 10%- 100мл N1,Эм,V
Маннитол т/шин 10%- 250мл N1,Эм,V
Марал нүүр цэвэрлэгч сүүн шингэн 150мл,Гоо сайхан/ариун цэвэр,D
